Date,Close,High,Low,Open,Volume,Returns,Log_Returns,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,Stochastic,ATR,Volume_SMA_20,Volume_Ratio,Momentum_5,Momentum_10,ROC,OBV,SPX_Close,SPX_Volume,SPX_Returns,SPX_SMA_20,SPX_SMA_50,SPX_RSI,TSLA_SPX_Correlation
2015-10-16,15.133999824523926,15.36533260345459,14.857999801635742,14.869333267211914,65017500,0.025755735523108614,0.025429643865455483,14.66706657409668,15.113400077819824,16.013899850845338,16.211359844207763,15.453409943580628,15.271453592741622,15.821998005343591,-0.550544412601969,-0.4079152766183114,-0.14262913598365756,34.226809032315415,16.013899850845338,18.23316570360114,13.794633998089534,4.438531705511608,36.42202304435043,0.6330477850777763,67087125.0,0.9691501908898317,0.42133235931396484,-1.3706674575805664,-8.304726379226919,-584824500.0,2033.1099853515625,3595430000,0.004570474275370051,1966.8299926757813,1984.67080078125,85.68666880441397,0.36561185765326315
2015-10-19,15.206666946411133,15.40999984741211,14.996000289916992,15.100000381469727,37618500,0.00480158072748571,0.004790089906799497,14.83400001525879,14.993066787719727,15.893566560745239,16.19214651107788,15.45633994102478,15.261486416383086,15.77641792690415,-0.5149315105210643,-0.429318523398862,-0.08561298712220233,36.19998799571422,15.893566560745239,18.006098429021375,13.781034692469103,4.225063736552272,41.11946548057112,0.618476322719029,64377900.0,0.5843387249351097,0.8346672058105469,-1.2033329010009766,-7.332924510604092,-547206000.0,2033.6600341796875,3287320000,0.00027054553471672627,1970.1644958496095,1983.7926000976563,85.56618977180105,0.3546759733061833
2015-10-20,14.20199966430664,15.239999771118164,13.466667175292969,15.1813325881958,223500000,-0.06606755350432658,-0.06835117046145145,14.751066589355469,14.803533363342286,15.733866548538208,16.15466650009155,15.45731994152069,15.098488454525171,15.659794351896927,-0.5613058973717564,-0.4557159981934409,-0.10558989917831552,28.039253512505113,15.733866548538208,17.851077597444515,13.6166554996319,4.234422097812615,23.055996277799142,0.6972381046840123,72804600.0,3.0698609703233037,-0.41466712951660156,-1.895334243774414,-11.774212143434097,-770706000.0,2030.77001953125,3331500000,-0.0014210903493528937,1974.5659973144532,1982.3244018554688,81.2436543677925,0.34440172243081935
2015-10-21,14.005999565124512,14.320667266845703,13.920000076293945,14.13266658782959,62272500,-0.013800880426347861,-0.013896997938755871,14.660533142089843,14.657733345031739,15.56396656036377,16.118293151855468,15.456923274993896,14.930413240771223,15.53729103435823,-0.6068777935870067,-0.4859483572721541,-0.12092943631485259,30.126762896735272,15.56396656036377,17.662142618467985,13.465790502259555,4.1963521162084305,16.910507502710615,0.6717143058776855,73967625.0,0.8418885965312527,-0.452667236328125,-1.4580001831054688,-9.42835105304727,-832978500.0,2018.93994140625,3627790000,-0.005825414995899281,1978.5749938964843,1981.0217993164063,75.6720089137753,0.3572488135959857
2015-10-22,14.114666938781738,14.383333206176758,13.960000038146973,14.104000091552734,42378000,0.0077586303749297425,0.007728686982366763,14.53266658782959,14.557733345031739,15.392633295059204,16.083026485443114,15.457179946899414,14.804913809695918,15.431911471722934,-0.6269976620270157,-0.5141582182231264,-0.11283944380388933,23.980270623782772,15.392633295059204,17.366916416021436,13.418350174096974,3.9485662419244623,20.317720702170707,0.6411429132734027,73500375.0,0.576568486895475,-0.6393327713012695,-1.0,-6.616090212574682,-790600500.0,2052.510009765625,4430850000,0.01662757156411132,1984.5884948730468,1980.3509985351564,76.43889884745148,0.41690683108777243
2015-10-23,13.939332962036133,14.356666564941406,13.845999717712402,14.333333015441895,63532500,-0.01242211222596079,-0.012499911621996889,14.293733215332031,14.480399894714356,15.233233308792114,16.038466472625732,15.456669945716857,14.671747525440567,15.321350100635023,-0.6496025751944554,-0.5412470896173922,-0.1083554855770632,23.566346716600535,15.233233308792114,17.131113206937062,13.335353410647164,3.7957597962898983,17.280012160920215,0.6504286357334682,73846950.0,0.8603266621031742,-1.194666862487793,-0.7733345031738281,-5.256249453081702,-854133000.0,2075.14990234375,4108460000,0.011030344539323389,1991.7789916992188,1980.1861987304687,74.71382920291313,0.4022835567120613
2015-10-26,14.350666999816895,14.392000198364258,14.0,14.092000007629395,50871000,0.02950887527409196,0.029081868404439975,14.122533226013184,14.478266620635987,15.12266664505005,16.001279830932617,15.45953661441803,14.622350521498465,15.249447648722569,-0.6270971272241042,-0.5584170971387347,-0.06868003008536949,31.698811845136362,15.12266664505005,16.950985136797264,13.294348153302833,3.6566369834944314,37.14284798392057,0.6324286460876465,72714675.0,0.6995974333929156,-0.8559999465942383,-0.021332740783691406,-0.14843265494520488,-803262000.0,2071.179931640625,3385800000,-0.0019131006866738298,2001.2494873046876,1979.7789965820311,76.06234595661162,0.2577375096419112
2015-10-27,14.023332595825195,14.473333358764648,13.833999633789062,14.322667121887207,52791000,-0.022809699646425874,-0.02307386560608883,14.086799812316894,14.418933200836182,15.001666641235351,15.94175983428955,15.462249941825867,14.530193917548733,15.158624311470911,-0.6284303939221783,-0.5724197564954234,-0.05601063742675483,33.870737324482775,15.001666641235351,16.78164960908854,13.221683673382163,3.5599659357063764,28.644885588487593,0.6193334034511021,72576825.0,0.7273809511507289,-0.1786670684814453,-0.5933341979980469,-4.059298924764296,-856053000.0,2065.889892578125,4216880000,-0.002554118539720318,2010.3394836425782,1979.0479956054687,71.29998211180198,0.2788344827027355
2015-10-28,14.197333335876465,14.229999542236328,13.886667251586914,14.087332725524902,40929000,0.012407945034625278,0.012331597380900512,14.125066566467286,14.392799854278564,14.883533334732055,15.878079853057862,15.465153274536133,14.478984597291461,15.087417572537989,-0.6084329752465276,-0.5796224002456443,-0.028810575000883354,39.310141415075385,14.883533334732055,16.537177049888786,13.229889619575323,3.3072874303134636,37.598614538123755,0.5931428500584194,70926075.0,0.5770656278385629,0.19133377075195312,-0.2613334655761719,-1.8074520228235438,-815124000.0,2090.35009765625,4698110000,0.01184003327863703,2018.855487060547,1978.9165991210937,72.44920571019378,0.2773629559326327
2015-10-29,14.108667373657227,14.25,14.042667388916016,14.116666793823242,27075000,-0.006245254663083899,-0.006264837843194175,14.123866653442382,14.328266620635986,14.789366722106934,15.819919872283936,15.471466612815856,14.422012716732347,15.014917557806081,-0.5929048410737341,-0.5822788884112623,-0.010625952662471794,42.40698211407534,14.789366722106934,16.390907166012035,13.187826278201834,3.2030808878102004,33.036042031042356,0.5681427546909877,68850075.0,0.39324575899154796,-0.005999565124511719,-0.6453323364257812,-4.373948414711949,-842199000.0,2089.409912109375,4008940000,-0.0004497742019048401,2027.1349853515626,1979.1125952148439,71.81490526351901,0.26750773447675885
